,headline,excerpt,share_text
9469,hour workday hour workweek pretty much shot,Things that matter. Pass 'em on.,
9470,hour workday hour workweek pretty much shot,Things that matter. Pass 'em on.,
9471,hour workday hour workweek pretty much shot,Things that matter. Pass 'em on.,
9472,hour workday hour workweek pretty much shot,Things that matter. Pass 'em on.,
9473,first sentences interesting th blew mind made little sick,Be the smartest person at your next cocktail party by repeating this whole sickeningly fact-checked speech.,
9474,john green first sentences interesting th blew mind made sick stomach,Be the smartest person at your next cocktail party by repeating this whole sickeningly fact-checked speech.,
9475,john green first sentences interesting th blew mind made little vomity,Be the smartest person at your next cocktail party by repeating this whole sickeningly fact-checked speech.,
9476,remember planet apes closer reality think,The one where an ape joins the other 98%.,
9477,young thief gets caught receives nothing generosity learns invaluable,Things that matter. Pass 'em on.,
9478,young thief gets heart punched generosity watch lesson learns,Things that matter. Pass 'em on.,
9479,think time expensive learn value simple act kindness,Things that matter. Pass 'em on.,
9480,probably best reason seen release young thief,Things that matter. Pass 'em on.,
9481,perhaps let pentagon raise money bake sales use budget schools,Things that matter. Pass 'em on.,
9482,think teachers enough job got graphic,Things that matter. Pass 'em on.,
9483,damned teachers buying schools supplies kids stuff nerve,Things that matter. Pass 'em on.,
9484,know teachers enough kids wait,Things that matter. Pass 'em on.,
9485,note justin bieber write unforgetable love song,This is what true love sounds like.   ,
9486,note justin bieber write unforgetable love song,This is what true love sounds like.   ,
9487,take justin bieber hair year old heart day,This is what true love sounds like.   ,
9488,chance could swap justin bieber year old heart throb,This is what true love sounds like.   ,
9489,listen new yorkers say angry probably rich,Things that matter. Pass 'em on.,
9490,listen new yorkers say angry live another world,Things that matter. Pass 'em on.,
9491,land opportunity applies already,Things that matter. Pass 'em on.,
9492,make make anywhere afford,Things that matter. Pass 'em on.,
9493,watch man playing piano wrecked house colorado floods good reason,His house was wrecked in the Boulder floods. So he decided to play his piano.,
9494,watch man beautifully playing piano wrecked house floods good reason,His house was wrecked in the Boulder floods. So he decided to play his piano.,
9495,watch man playing piano wrecked house floods good reason,His house was wrecked in the Boulder floods. So he decided to play his piano.,
9496,watch man playing piano destroyed house colorado floods good reason,His house was wrecked in the Boulder floods. So he decided to play his piano.,
9497,watch man playing piano wrecked house boulder floods good reason,His house was wrecked in the Boulder floods. So he decided to play his piano.,
9498,tea party wants burn obamacare card first going print one,Things that matter. Pass 'em on.,
9499,group wants burn obamacare card realize obamacare cards,Things that matter. Pass 'em on.,
9500,ingenious plan protest obamacare forgets one small detail,Things that matter. Pass 'em on.,
9501,going protest something least make sure exists,Things that matter. Pass 'em on.,
9502,talk show host makes hosts look absurd devastating monologue,He could have taken a cheap shot. Instead he spilled his heart out. ,
9503,late night comic devastating critique late night comics,He could have taken a cheap shot. Instead he spilled his heart out. ,
9504,could gotten big laughs bashing control celeb much much braver,He could have taken a cheap shot. Instead he spilled his heart out. ,
9505,bashing celebs easy exposing soul world incredible,He could have taken a cheap shot. Instead he spilled his heart out. ,
9506,year old walks police department proceeds shatter everybody heart,Tug. Tug. Heart strings. ,
9507,police department security cameras catch boy committing devastating act kindness,Tug. Tug. Heart strings. ,
9508,police security cams catch young boy committing one serious act devastating kindness,Tug. Tug. Heart strings. ,
9509,anonymous year old stuns police department inexplicable act kindness,Tug. Tug. Heart strings. ,
9510,appropriate conversation starter family killer sits dinner,Is forgiveness on the table?,
9511,appropriate conversation starter family killer sits dinner,Is forgiveness on the table?,
9512,appropriate conversation starter family killer sits dinner,Is forgiveness on the table?,
9513,appropriate conversation starter family killer sits dinner,Is forgiveness on the table?,
9514,slightly homophobic origin phrase bromance,Things that matter. Pass 'em on.,
9515,super weird thing male friendships find weird first place,Things that matter. Pass 'em on.,
9516,weird women close friendships need fancy word men,Things that matter. Pass 'em on.,
9517,incredibly valid reason best friends calling relationship bromance,Things that matter. Pass 'em on.,
9518,crappy situation could lot less sh tty people knew,Things that matter. Pass 'em on.,
9519,robert reich jon stewart know good,The one where an economist tells Jon Stewart to 'be upbeat.',
9520,crappy situation could lot less sh tty people knew,Things that matter. Pass 'em on.,
9521,crappy situation could lot less sh tty people knew,Things that matter. Pass 'em on.,
9522,crappy situation could lot less sh tty people knew,Things that matter. Pass 'em on.,
9523,robert reich jon stewart know good,Things that matter. Pass 'em on.,
9524,ellen lesbian love story starts funny turns tragic ends beautifully,"Whether they're produced from laughing, sadness, or being inspired, there will be tears.   ",
9525,ellen tragic lesbian love story beautiful ending,"Whether they're produced from laughing, sadness, or being inspired, there will be tears.   ",
9526,ellen really think exposing get beads showing breasts,"Whether they're produced from laughing, sadness, or being inspired, there will be tears.   ",
9527,earth shatteringly amazing speech change way think adulthood,I've run out of adjectives for this one. ,
9528,earth shatteringly amazing video sure crash pity party,I've run out of adjectives for this one. ,
9529,earth shatteringly amazing speech change way think adulthood,I've run out of adjectives for this one. ,
9530,earth shatteringly amazing video sure crash pity party,I've run out of adjectives for this one. ,
9531,aspiring chef gives work streets gets exactly deserves,"If you only watch three minutes of video all year, make it these three.  ",
